school,student,gcse,lrt,schooltype,sid
9,4,15.79199982,-7.03360033,Co-ed,C9
9,5,-4.927800179,-16.125,Co-ed,C9
9,6,-5.551099777,-7.03360033,Co-ed,C9
9,7,-6.995100021,-21.9109993,Co-ed,C9
9,8,4.02670002,6.190599918,Co-ed,C9
9,9,-9.393799782,-16.125,Co-ed,C9
9,10,-6.230499744,-17.77799988,Co-ed,C9
9,11,8.96570015,10.32299995,Co-ed,C9
9,12,0.735360026,2.058000088,Co-ed,C9
9,13,7.472300053,6.190599918,Co-ed,C9
9,14,-0.620880008,-7.03360033,Co-ed,C9
9,15,-6.230499744,-7.860199928,Co-ed,C9
9,16,-6.995100021,5.364099503,Co-ed,C9
9,17,-10.29099941,-2.90109992,Co-ed,C9
9,18,-5.551099777,9.496700287,Co-ed,C9
9,19,-2.651599884,-17.77799988,Co-ed,C9
9,20,-13.35299969,-13.64599991,Co-ed,C9
9,21,4.781899929,1.23150003,Co-ed,C9
9,22,-2.651599884,-1.247999907,Co-ed,C9
9,23,5.443400383,-0.421519995,Co-ed,C9
9,24,-16.23699951,-26.87000084,Co-ed,C9
9,25,-21.08599854,-29.34999847,Co-ed,C9
9,26,-1.290799975,3.710999966,Co-ed,C9
9,27,0.735360026,8.670100212,Co-ed,C9
9,28,0.735360026,8.670100212,Co-ed,C9
9,29,-13.35299969,-6.207099915,Co-ed,C9
9,30,-11.18599987,-6.207099915,Co-ed,C9
9,31,-15.2670002,-4.554100037,Co-ed,C9
9,32,4.781899929,11.97599983,Co-ed,C9
9,33,-1.976100087,-7.860199928,Co-ed,C9
9,34,0.043218002,1.23150003,Co-ed,C9
10,1,4.02670002,11.14999962,Co-ed,C10
10,2,-3.388400078,-5.380599976,Co-ed,C10
10,3,2.613199949,-14.47199917,Co-ed,C10
10,4,-4.197999954,-3.727600098,Co-ed,C10
10,5,1.340699911,7.017099857,Co-ed,C10
10,6,-3.388400078,-3.727600098,Co-ed,C10
10,7,15.79199982,2.884500027,Co-ed,C10
10,8,0.735360026,-2.074599981,Co-ed,C10
10,9,1.340699911,2.884500027,Co-ed,C10
10,10,0.043218002,-0.421519995,Co-ed,C10
10,11,0.043218002,5.364099503,Co-ed,C10
10,12,-6.230499744,10.32299995,Co-ed,C10
10,13,-0.620880008,7.017099857,Co-ed,C10
10,14,-4.197999954,11.14999962,Co-ed,C10
10,15,1.340699911,-0.421519995,Co-ed,C10
10,16,0.043218002,0.404990017,Co-ed,C10
10,17,-4.197999954,2.058000088,Co-ed,C10
10,18,-9.393799782,1.23150003,Co-ed,C10
10,19,-1.290799975,0.404990017,Co-ed,C10
10,20,-2.651599884,1.23150003,Co-ed,C10
10,21,-3.388400078,6.190599918,Co-ed,C10
10,22,-9.393799782,-4.554100037,Co-ed,C10
10,23,4.02670002,5.364099503,Co-ed,C10
10,24,-6.230499744,10.32299995,Co-ed,C10
10,25,-6.230499744,-2.074599981,Co-ed,C10
10,26,-11.18599987,6.190599918,Co-ed,C10
10,27,-3.388400078,-7.860199928,Co-ed,C10
10,28,-2.651599884,5.364099503,Co-ed,C10
10,29,-7.761099815,0.404990017,Co-ed,C10
10,30,0.043218002,18.58800125,Co-ed,C10
10,31,-16.23699951,5.364099503,Co-ed,C10
10,32,-10.29099941,-8.686699867,Co-ed,C10
10,33,2.613199949,-2.90109992,Co-ed,C10
10,34,0.735360026,1.23150003,Co-ed,C10
10,35,-10.29099941,-11.16600037,Co-ed,C10
10,36,15.79199982,20.24100113,Co-ed,C10
10,37,-4.927800179,0.404990017,Co-ed,C10
10,38,-15.2670002,-7.03360033,Co-ed,C10
10,39,2.613199949,9.496700287,Co-ed,C10
10,40,-4.927800179,-0.421519995,Co-ed,C10
10,41,-12.19499969,-0.421519995,Co-ed,C10
10,42,-1.290799975,16.10900116,Co-ed,C10
10,43,-2.651599884,8.670100212,Co-ed,C10
10,44,6.78760004,13.62899971,Co-ed,C10
10,45,-15.2670002,4.53760004,Co-ed,C10
10,46,-6.995100021,-4.554100037,Co-ed,C10
10,47,-0.620880008,-2.90109992,Co-ed,C10
10,48,-9.393799782,-9.513199806,Co-ed,C10
10,49,0.735360026,-7.860199928,Co-ed,C10
10,50,4.781899929,-0.421519995,Co-ed,C10
11,1,3.280700207,4.53760004,Boys,B11
11,2,0.043218002,-6.207099915,Boys,B11
11,3,5.443400383,11.97599983,Boys,B11
11,4,8.96570015,-4.554100037,Boys,B11
11,5,10.39599991,-3.727600098,Boys,B11
11,6,16.61800003,2.884500027,Boys,B11
11,7,8.219900131,16.93500137,Boys,B11
11,8,20.39699936,19.41499901,Boys,B11
11,9,4.02670002,6.190599918,Boys,B11
11,10,19.00300026,7.017099857,Boys,B11
11,11,13.10099983,13.62899971,Boys,B11
11,12,0.043218002,1.23150003,Boys,B11
11,13,-16.23699951,-13.64599991,Boys,B11
11,14,0.735360026,11.14999962,Boys,B11
11,15,0.043218002,19.41499901,Boys,B11
11,16,0.735360026,-1.247999907,Boys,B11
11,17,22.03100014,12.80300045,Boys,B11
11,18,-6.230499744,0.404990017,Boys,B11
11,19,22.03100014,24.37400055,Boys,B11
11,20,3.280700207,0.404990017,Boys,B11
11,21,6.78760004,1.23150003,Boys,B11
11,22,4.781899929,-5.380599976,Boys,B11
11,23,19.00300026,5.364099503,Boys,B11
11,24,5.443400383,6.190599918,Boys,B11
11,25,3.280700207,2.058000088,Boys,B11
11,26,0.043218002,3.710999966,Boys,B11
11,27,1.340699911,5.364099503,Boys,B11
11,28,-10.29099941,6.190599918,Boys,B11
11,29,17.34899902,14.45600033,Boys,B11
11,30,1.941499949,-11.16600037,Boys,B11
11,31,4.781899929,-5.380599976,Boys,B11
11,32,1.941499949,12.80300045,Boys,B11
11,33,-21.08599854,-5.380599976,Boys,B11
11,34,-8.52670002,-2.90109992,Boys,B11
11,35,15.06199932,22.72100067,Boys,B11
11,36,1.340699911,28.50600052,Boys,B11
11,37,11.75799942,0.404990017,Boys,B11
11,38,2.613199949,-9.513199806,Boys,B11
11,39,8.219900131,-9.513199806,Boys,B11
11,40,9.675899506,2.884500027,Boys,B11
11,41,1.941499949,7.843599796,Boys,B11
11,42,13.74699974,11.14999962,Boys,B11
11,43,6.78760004,11.14999962,Boys,B11
11,44,19.00300026,20.24100113,Boys,B11
11,45,-4.927800179,2.884500027,Boys,B11
11,46,-0.620880008,10.32299995,Boys,B11
11,47,3.280700207,5.364099503,Boys,B11
11,48,13.74699974,13.62899971,Boys,B11
11,49,10.39599991,16.10900116,Boys,B11
11,50,7.472300053,18.58800125,Boys,B11
11,51,-4.197999954,-14.47199917,Boys,B11
11,52,15.79199982,16.93500137,Boys,B11
11,53,5.443400383,3.710999966,Boys,B11
11,54,3.280700207,3.710999966,Boys,B11
11,55,10.39599991,16.93500137,Boys,B11
11,56,9.675899506,21.06800079,Boys,B11
11,57,1.941499949,12.80300045,Boys,B11
11,58,11.75799942,11.97599983,Boys,B11
11,59,-8.52670002,-1.247999907,Boys,B11
11,60,4.781899929,-2.074599981,Boys,B11
11,61,7.472300053,13.62899971,Boys,B11
11,62,5.443400383,7.843599796,Boys,B11
12,1,-6.230499744,-9.513199806,Co-ed,C12
12,2,7.472300053,6.190599918,Co-ed,C12
12,3,-17.23900032,-11.16600037,Co-ed,C12
12,4,0.043218002,11.14999962,Co-ed,C12
12,5,5.443400383,7.017099857,Co-ed,C12
12,6,4.02670002,1.23150003,Co-ed,C12
12,7,5.443400383,7.017099857,Co-ed,C12
12,8,-11.18599987,-7.03360033,Co-ed,C12
12,9,-21.08599854,-4.554100037,Co-ed,C12
12,10,11.09399986,-0.421519995,Co-ed,C12
12,11,6.78760004,1.23150003,Co-ed,C12
12,12,2.613199949,-3.727600098,Co-ed,C12
12,13,8.96570015,2.884500027,Co-ed,C12
12,14,-4.197999954,-2.074599981,Co-ed,C12
12,15,12.40499973,11.14999962,Co-ed,C12
12,16,-2.651599884,-9.513199806,Co-ed,C12
12,17,1.941499949,4.53760004,Co-ed,C12
12,18,2.613199949,11.14999962,Co-ed,C12
12,19,-9.393799782,-4.554100037,Co-ed,C12
12,20,8.219900131,0.404990017,Co-ed,C12
12,21,-4.197999954,-8.686699867,Co-ed,C12
12,22,-1.976100087,-7.03360033,Co-ed,C12
12,23,-13.35299969,-2.074599981,Co-ed,C12
12,24,-3.388400078,-7.03360033,Co-ed,C12
12,25,-4.927800179,11.14999962,Co-ed,C12
12,26,-5.551099777,-12.81900024,Co-ed,C12
12,27,0.735360026,8.670100212,Co-ed,C12
12,28,-16.23699951,-16.125,Co-ed,C12
12,29,8.96570015,7.843599796,Co-ed,C12
12,30,-2.651599884,11.97599983,Co-ed,C12
12,31,-15.2670002,-8.686699867,Co-ed,C12
12,32,-6.995100021,-19.43099976,Co-ed,C12
12,33,0.043218002,15.28200054,Co-ed,C12
12,34,1.340699911,7.843599796,Co-ed,C12
12,35,8.96570015,3.710999966,Co-ed,C12
12,36,0.043218002,-2.074599981,Co-ed,C12
12,37,-5.551099777,7.843599796,Co-ed,C12
12,38,1.941499949,0.404990017,Co-ed,C12
12,39,8.96570015,-6.207099915,Co-ed,C12
12,40,1.340699911,-11.99300003,Co-ed,C12
12,41,-1.976100087,-7.03360033,Co-ed,C12
12,42,3.280700207,-3.727600098,Co-ed,C12
12,43,3.280700207,12.80300045,Co-ed,C12
12,44,6.78760004,6.190599918,Co-ed,C12
12,45,6.78760004,0.404990017,Co-ed,C12
12,46,-10.29099941,-1.247999907,Co-ed,C12
12,47,0.735360026,4.53760004,Co-ed,C12
13,1,-5.551099777,-11.99300003,Co-ed,C13
13,2,-6.995100021,-7.860199928,Co-ed,C13
13,3,-9.393799782,-17.77799988,Co-ed,C13
13,4,2.613199949,-2.90109992,Co-ed,C13
13,5,1.340699911,10.32299995,Co-ed,C13
13,6,5.443400383,2.058000088,Co-ed,C13
13,7,-5.551099777,-7.860199928,Co-ed,C13
13,8,-4.197999954,6.190599918,Co-ed,C13
13,9,-18.36700058,-5.380599976,Co-ed,C13
13,10,-17.23900032,-11.16600037,Co-ed,C13
13,11,1.340699911,-0.421519995,Co-ed,C13
13,12,-15.2670002,-19.43099976,Co-ed,C13
13,13,0.735360026,-4.554100037,Co-ed,C13
13,14,-12.19499969,-29.34999847,Co-ed,C13
13,15,-6.230499744,-2.074599981,Co-ed,C13
13,16,15.06199932,14.45600033,Co-ed,C13
13,17,11.09399986,12.80300045,Co-ed,C13
13,18,-19.62100029,-11.16600037,Co-ed,C13
13,19,-13.35299969,6.190599918,Co-ed,C13
13,20,23.13600159,16.10900116,Co-ed,C13
13,21,-14.38699913,-21.08400154,Co-ed,C13
13,22,-14.38699913,-10.34000015,Co-ed,C13
13,23,-8.52670002,-8.686699867,Co-ed,C13
13,24,-2.651599884,-3.727600098,Co-ed,C13
13,25,-10.29099941,-3.727600098,Co-ed,C13
13,26,2.613199949,-2.90109992,Co-ed,C13
13,27,-4.197999954,-3.727600098,Co-ed,C13
13,28,-1.976100087,2.884500027,Co-ed,C13
13,29,-12.19499969,-2.074599981,Co-ed,C13
13,30,-27.52700043,-15.29899979,Co-ed,C13
13,31,3.280700207,-2.90109992,Co-ed,C13
13,32,8.96570015,11.97599983,Co-ed,C13
13,33,-5.551099777,-16.95199966,Co-ed,C13
13,34,5.443400383,-2.90109992,Co-ed,C13
13,35,-4.197999954,-2.90109992,Co-ed,C13
13,36,0.043218002,7.843599796,Co-ed,C13
13,37,-1.976100087,2.058000088,Co-ed,C13
13,38,9.675899506,28.50600052,Co-ed,C13
13,39,11.75799942,3.710999966,Co-ed,C13
13,40,9.675899506,9.496700287,Co-ed,C13
13,41,10.39599991,-11.99300003,Co-ed,C13
13,42,4.781899929,12.80300045,Co-ed,C13
13,43,-14.38699913,-20.25799942,Co-ed,C13
13,44,-4.197999954,-5.380599976,Co-ed,C13
13,45,8.219900131,-0.421519995,Co-ed,C13
13,46,-1.290799975,-10.34000015,Co-ed,C13
13,47,4.781899929,-1.247999907,Co-ed,C13
13,48,-6.230499744,-2.90109992,Co-ed,C13
13,49,-7.761099815,4.53760004,Co-ed,C13
13,50,-11.18599987,-2.074599981,Co-ed,C13
13,51,-5.551099777,16.10900116,Co-ed,C13
13,52,12.40499973,3.710999966,Co-ed,C13
13,53,1.340699911,3.710999966,Co-ed,C13
13,54,1.941499949,5.364099503,Co-ed,C13
13,55,17.34899902,16.10900116,Co-ed,C13
13,56,-6.230499744,-1.247999907,Co-ed,C13
13,57,8.219900131,7.017099857,Co-ed,C13
13,58,2.613199949,0.404990017,Co-ed,C13
13,59,-12.19499969,-9.513199806,Co-ed,C13
13,60,-1.290799975,-1.247999907,Co-ed,C13
13,61,-13.35299969,-4.554100037,Co-ed,C13
13,62,-1.976100087,0.404990017,Co-ed,C13
13,63,-5.551099777,-4.554100037,Co-ed,C13
13,64,-8.52670002,4.53760004,Co-ed,C13
14,1,16.61800003,12.80300045,Co-ed,C14
14,2,4.781899929,-3.727600098,Co-ed,C14
14,3,4.02670002,6.190599918,Co-ed,C14
14,4,-2.651599884,2.058000088,Co-ed,C14
14,5,11.75799942,7.017099857,Co-ed,C14
14,6,2.613199949,2.058000088,Co-ed,C14
14,7,-7.761099815,2.058000088,Co-ed,C14
14,8,4.02670002,0.404990017,Co-ed,C14
14,9,-4.927800179,7.017099857,Co-ed,C14
14,10,-0.620880008,-2.90109992,Co-ed,C14
14,11,9.675899506,8.670100212,Co-ed,C14
14,12,-7.761099815,-21.08400154,Co-ed,C14
14,13,2.613199949,5.364099503,Co-ed,C14
14,14,-7.761099815,7.843599796,Co-ed,C14
14,15,1.941499949,-6.207099915,Co-ed,C14
14,16,4.02670002,21.8939991,Co-ed,C14
14,17,-15.2670002,-2.074599981,Co-ed,C14
14,18,14.3949995,14.45600033,Co-ed,C14
14,19,-4.927800179,-5.380599976,Co-ed,C14
14,20,-0.620880008,4.53760004,Co-ed,C14
14,21,-0.620880008,-7.03360033,Co-ed,C14
14,22,-4.197999954,9.496700287,Co-ed,C14
14,23,-1.290799975,-2.074599981,Co-ed,C14
14,24,11.75799942,14.45600033,Co-ed,C14
14,25,-5.551099777,5.364099503,Co-ed,C14
14,26,22.03100014,-0.421519995,Co-ed,C14
14,27,-1.290799975,13.62899971,Co-ed,C14
14,28,1.941499949,16.10900116,Co-ed,C14
14,29,13.10099983,7.017099857,Co-ed,C14
14,30,-14.38699913,-9.513199806,Co-ed,C14
14,31,-22.91699982,-16.125,Co-ed,C14
14,32,-6.995100021,-3.727600098,Co-ed,C14
14,33,-1.290799975,-1.247999907,Co-ed,C14
14,34,-22.91699982,-11.16600037,Co-ed,C14
14,35,-4.197999954,11.97599983,Co-ed,C14
14,36,4.02670002,0.404990017,Co-ed,C14
14,37,-1.290799975,7.017099857,Co-ed,C14
14,38,-21.08599854,-9.513199806,Co-ed,C14
14,39,3.280700207,3.710999966,Co-ed,C14
14,40,6.78760004,8.670100212,Co-ed,C14
14,41,-16.23699951,-11.99300003,Co-ed,C14
14,42,-15.2670002,3.710999966,Co-ed,C14
14,43,8.219900131,13.62899971,Co-ed,C14
14,44,-3.388400078,-2.074599981,Co-ed,C14
14,45,-11.18599987,-5.380599976,Co-ed,C14
14,46,-3.388400078,-9.513199806,Co-ed,C14
14,47,7.472300053,7.843599796,Co-ed,C14
14,48,13.10099983,5.364099503,Co-ed,C14
14,49,-5.551099777,-7.03360033,Co-ed,C14
14,50,11.75799942,15.28200054,Co-ed,C14
14,51,4.781899929,8.670100212,Co-ed,C14
14,52,-6.995100021,-0.421519995,Co-ed,C14
14,53,2.613199949,14.45600033,Co-ed,C14
14,54,-6.230499744,-11.16600037,Co-ed,C14
14,55,4.02670002,5.364099503,Co-ed,C14
14,56,0.043218002,-1.247999907,Co-ed,C14
14,57,-6.995100021,3.710999966,Co-ed,C14
14,58,9.675899506,10.32299995,Co-ed,C14
14,59,-9.393799782,-7.03360033,Co-ed,C14
14,60,-1.290799975,-2.074599981,Co-ed,C14
14,61,-13.35299969,-2.90109992,Co-ed,C14
14,62,0.043218002,21.06800079,Co-ed,C14
14,63,-12.19499969,-0.421519995,Co-ed,C14
14,64,-6.995100021,4.53760004,Co-ed,C14
14,65,-11.18599987,5.364099503,Co-ed,C14
14,66,11.09399986,2.884500027,Co-ed,C14
14,67,15.79199982,18.58800125,Co-ed,C14
14,68,-11.18599987,9.496700287,Co-ed,C14
14,69,-4.927800179,-7.03360033,Co-ed,C14
14,70,17.34899902,14.45600033,Co-ed,C14
14,71,-12.19499969,7.843599796,Co-ed,C14
14,72,-5.551099777,-11.16600037,Co-ed,C14
14,73,-2.651599884,-0.421519995,Co-ed,C14
14,74,1.941499949,4.53760004,Co-ed,C14
14,75,14.3949995,11.97599983,Co-ed,C14
14,76,13.10099983,-1.247999907,Co-ed,C14
14,77,1.941499949,7.017099857,Co-ed,C14
14,78,-10.29099941,-13.64599991,Co-ed,C14
14,79,4.781899929,-3.727600098,Co-ed,C14
14,80,12.40499973,13.62899971,Co-ed,C14
14,81,-2.651599884,6.190599918,Co-ed,C14
14,82,16.61800003,20.24100113,Co-ed,C14
14,83,-1.290799975,7.843599796,Co-ed,C14
14,84,1.941499949,-5.380599976,Co-ed,C14
14,85,0.735360026,10.32299995,Co-ed,C14
14,86,7.472300053,7.843599796,Co-ed,C14
14,87,-3.388400078,-5.380599976,Co-ed,C14
14,88,-13.35299969,2.884500027,Co-ed,C14
14,89,-1.976100087,10.32299995,Co-ed,C14
14,90,7.472300053,28.50600052,Co-ed,C14
14,91,-6.995100021,-11.16600037,Co-ed,C14
14,92,-5.551099777,2.058000088,Co-ed,C14
14,93,6.107299805,18.58800125,Co-ed,C14
14,94,9.675899506,15.28200054,Co-ed,C14
14,95,7.472300053,15.28200054,Co-ed,C14
14,96,5.443400383,16.10900116,Co-ed,C14
14,97,8.219900131,2.884500027,Co-ed,C14
14,98,-7.761099815,-0.421519995,Co-ed,C14
14,99,4.02670002,7.017099857,Co-ed,C14
14,100,-9.393799782,-19.43099976,Co-ed,C14
14,101,-3.388400078,3.710999966,Co-ed,C14
14,102,-17.23900032,-4.554100037,Co-ed,C14
14,103,1.340699911,2.058000088,Co-ed,C14
14,104,-4.927800179,4.53760004,Co-ed,C14
14,105,6.107299805,-18.60499954,Co-ed,C14
14,106,-12.19499969,-11.16600037,Co-ed,C14
14,107,5.443400383,3.710999966,Co-ed,C14
14,108,-1.290799975,3.710999966,Co-ed,C14
14,109,-19.62100029,-15.29899979,Co-ed,C14
14,110,-14.38699913,5.364099503,Co-ed,C14
14,111,11.09399986,19.41499901,Co-ed,C14
14,112,8.219900131,13.62899971,Co-ed,C14
14,113,6.107299805,9.496700287,Co-ed,C14
14,114,-11.18599987,-5.380599976,Co-ed,C14
14,115,13.74699974,1.23150003,Co-ed,C14
14,116,-1.976100087,3.710999966,Co-ed,C14
14,117,-2.651599884,8.670100212,Co-ed,C14
14,118,-10.29099941,6.190599918,Co-ed,C14
14,119,13.74699974,23.54700089,Co-ed,C14
14,120,-4.197999954,-6.207099915,Co-ed,C14
14,121,11.75799942,2.884500027,Co-ed,C14
14,122,12.40499973,17.76200104,Co-ed,C14
14,123,7.472300053,-2.074599981,Co-ed,C14
14,124,9.675899506,3.710999966,Co-ed,C14
14,125,-8.52670002,-11.16600037,Co-ed,C14
14,126,-1.976100087,9.496700287,Co-ed,C14
14,127,4.02670002,11.97599983,Co-ed,C14
14,128,5.443400383,18.58800125,Co-ed,C14
14,129,11.09399986,5.364099503,Co-ed,C14
14,130,2.613199949,6.190599918,Co-ed,C14
14,131,0.043218002,18.58800125,Co-ed,C14
14,132,1.941499949,-0.421519995,Co-ed,C14
14,133,1.340699911,-2.90109992,Co-ed,C14
14,134,-16.23699951,-8.686699867,Co-ed,C14
14,135,0.735360026,1.23150003,Co-ed,C14
14,136,18.13800049,18.58800125,Co-ed,C14
14,137,1.340699911,-7.860199928,Co-ed,C14
14,138,-15.2670002,2.884500027,Co-ed,C14
14,139,-14.38699913,0.404990017,Co-ed,C14
14,140,11.75799942,16.93500137,Co-ed,C14
14,141,8.219900131,2.058000088,Co-ed,C14
14,142,-0.620880008,6.190599918,Co-ed,C14
14,143,-3.388400078,-6.207099915,Co-ed,C14
14,144,18.13800049,14.45600033,Co-ed,C14
14,145,0.735360026,-11.16600037,Co-ed,C14
14,146,-15.2670002,-7.03360033,Co-ed,C14
14,147,-0.620880008,-1.247999907,Co-ed,C14
14,148,6.107299805,9.496700287,Co-ed,C14
14,149,-22.91699982,-8.686699867,Co-ed,C14
14,150,-1.976100087,2.884500027,Co-ed,C14
14,151,-1.976100087,-7.860199928,Co-ed,C14
14,152,6.107299805,2.884500027,Co-ed,C14
14,153,-1.290799975,1.23150003,Co-ed,C14
14,154,19.00300026,17.76200104,Co-ed,C14
14,155,3.280700207,6.190599918,Co-ed,C14
14,156,9.675899506,12.80300045,Co-ed,C14
14,157,5.443400383,10.32299995,Co-ed,C14
14,158,11.75799942,8.670100212,Co-ed,C14
14,159,-0.620880008,5.364099503,Co-ed,C14
14,160,11.75799942,4.53760004,Co-ed,C14
14,161,0.735360026,14.45600033,Co-ed,C14
14,162,1.340699911,4.53760004,Co-ed,C14
14,163,-0.620880008,7.843599796,Co-ed,C14
14,164,4.02670002,7.843599796,Co-ed,C14
14,165,-11.18599987,-10.34000015,Co-ed,C14
14,166,6.107299805,5.364099503,Co-ed,C14
14,167,-19.62100029,-1.247999907,Co-ed,C14
14,168,11.09399986,14.45600033,Co-ed,C14
14,169,-12.19499969,2.884500027,Co-ed,C14
14,170,4.781899929,2.884500027,Co-ed,C14
14,171,-6.995100021,-7.03360033,Co-ed,C14
14,172,-6.995100021,-0.421519995,Co-ed,C14
14,173,-10.29099941,6.190599918,Co-ed,C14
14,174,-6.995100021,2.884500027,Co-ed,C14
14,175,7.472300053,9.496700287,Co-ed,C14
14,176,11.75799942,3.710999966,Co-ed,C14
14,177,-1.290799975,1.23150003,Co-ed,C14
14,178,15.79199982,17.76200104,Co-ed,C14
14,179,8.219900131,10.32299995,Co-ed,C14
14,180,-2.651599884,-5.380599976,Co-ed,C14
14,181,-1.290799975,1.23150003,Co-ed,C14
14,182,11.09399986,3.710999966,Co-ed,C14
14,183,4.781899929,1.23150003,Co-ed,C14
14,184,2.613199949,-8.686699867,Co-ed,C14
14,185,6.107299805,-2.074599981,Co-ed,C14
14,186,-2.651599884,2.058000088,Co-ed,C14
14,187,8.96570015,4.53760004,Co-ed,C14
14,188,-3.388400078,2.058000088,Co-ed,C14
14,189,9.675899506,-10.34000015,Co-ed,C14
14,190,-5.551099777,0.404990017,Co-ed,C14
14,191,-6.230499744,-11.16600037,Co-ed,C14
14,192,0.043218002,13.62899971,Co-ed,C14
14,193,2.613199949,5.364099503,Co-ed,C14
14,194,-15.2670002,-4.554100037,Co-ed,C14
14,195,-9.393799782,6.190599918,Co-ed,C14
14,196,-18.36700058,-12.81900024,Co-ed,C14
14,197,11.75799942,7.017099857,Co-ed,C14
14,198,5.443400383,10.32299995,Co-ed,C14
15,1,-8.52670002,-6.207099915,Co-ed,C15
15,2,-1.976100087,2.058000088,Co-ed,C15
15,3,-6.230499744,-7.860199928,Co-ed,C15
15,4,-1.290799975,-0.421519995,Co-ed,C15
15,5,1.340699911,8.670100212,Co-ed,C15
15,6,22.03100014,9.496700287,Co-ed,C15
15,7,15.79199982,16.10900116,Co-ed,C15
15,8,2.613199949,10.32299995,Co-ed,C15
15,9,-12.19499969,10.32299995,Co-ed,C15
15,10,15.79199982,16.93500137,Co-ed,C15
15,11,18.13800049,13.62899971,Co-ed,C15
15,12,6.107299805,0.404990017,Co-ed,C15
15,13,0.735360026,2.058000088,Co-ed,C15
15,14,1.941499949,-2.074599981,Co-ed,C15
15,15,4.781899929,-0.421519995,Co-ed,C15
15,16,-4.927800179,2.058000088,Co-ed,C15
15,17,-6.230499744,-7.860199928,Co-ed,C15
15,18,6.107299805,11.14999962,Co-ed,C15
15,19,-4.197999954,-10.34000015,Co-ed,C15
15,20,-19.62100029,-8.686699867,Co-ed,C15
15,21,11.09399986,11.14999962,Co-ed,C15
15,22,-8.52670002,-6.207099915,Co-ed,C15
15,23,3.280700207,2.884500027,Co-ed,C15
15,24,-13.35299969,-2.074599981,Co-ed,C15
15,25,8.219900131,11.97599983,Co-ed,C15
15,26,3.280700207,13.62899971,Co-ed,C15
15,27,11.09399986,11.97599983,Co-ed,C15
15,28,-4.927800179,7.017099857,Co-ed,C15
15,29,-3.388400078,12.80300045,Co-ed,C15
15,30,-1.976100087,-2.90109992,Co-ed,C15
15,31,-8.52670002,0.404990017,Co-ed,C15
15,32,-16.23699951,1.23150003,Co-ed,C15
15,33,1.941499949,-0.421519995,Co-ed,C15
15,34,-16.23699951,-9.513199806,Co-ed,C15
15,35,-1.290799975,-2.90109992,Co-ed,C15
15,36,-8.52670002,-3.727600098,Co-ed,C15
15,37,-1.976100087,-5.380599976,Co-ed,C15
15,38,6.78760004,11.14999962,Co-ed,C15
15,39,-9.393799782,-2.074599981,Co-ed,C15
15,40,-9.393799782,-2.074599981,Co-ed,C15
15,41,1.340699911,5.364099503,Co-ed,C15
15,42,-2.651599884,5.364099503,Co-ed,C15
15,43,-11.18599987,-10.34000015,Co-ed,C15
15,44,-10.29099941,-13.64599991,Co-ed,C15
15,45,-8.52670002,-9.513199806,Co-ed,C15
15,46,-0.620880008,-1.247999907,Co-ed,C15
15,47,14.3949995,2.884500027,Co-ed,C15
15,48,-2.651599884,1.23150003,Co-ed,C15
15,49,19.00300026,7.843599796,Co-ed,C15
15,50,-0.620880008,-6.207099915,Co-ed,C15
15,51,-12.19499969,2.058000088,Co-ed,C15
15,52,-11.18599987,-10.34000015,Co-ed,C15
15,53,0.043218002,14.45600033,Co-ed,C15
15,54,-6.230499744,-5.380599976,Co-ed,C15
15,55,21.02999878,16.10900116,Co-ed,C15
15,56,9.675899506,11.97599983,Co-ed,C15
15,57,-6.995100021,-6.207099915,Co-ed,C15
15,58,-8.52670002,-7.03360033,Co-ed,C15
15,59,4.781899929,-4.554100037,Co-ed,C15
15,60,4.02670002,21.06800079,Co-ed,C15
15,61,11.09399986,12.80300045,Co-ed,C15
15,62,15.79199982,7.017099857,Co-ed,C15
15,63,-0.620880008,3.710999966,Co-ed,C15
15,64,1.340699911,2.884500027,Co-ed,C15
15,65,-4.197999954,3.710999966,Co-ed,C15
15,66,6.107299805,3.710999966,Co-ed,C15
15,67,-1.976100087,-3.727600098,Co-ed,C15
15,68,6.107299805,15.28200054,Co-ed,C15
15,69,-25.10099792,-6.207099915,Co-ed,C15
15,70,13.10099983,6.190599918,Co-ed,C15
15,71,11.75799942,11.14999962,Co-ed,C15
15,72,-14.38699913,2.884500027,Co-ed,C15
15,73,1.941499949,-0.421519995,Co-ed,C15
15,74,-6.230499744,9.496700287,Co-ed,C15
15,75,-1.976100087,0.404990017,Co-ed,C15
15,76,-5.551099777,5.364099503,Co-ed,C15
15,77,-5.551099777,16.10900116,Co-ed,C15
15,78,15.79199982,7.843599796,Co-ed,C15
15,79,-10.29099941,-0.421519995,Co-ed,C15
15,80,-0.620880008,0.404990017,Co-ed,C15
15,81,-16.23699951,-4.554100037,Co-ed,C15
15,82,6.78760004,-6.207099915,Co-ed,C15
15,83,11.09399986,16.10900116,Co-ed,C15
15,84,-2.651599884,-10.34000015,Co-ed,C15
15,85,6.107299805,-0.421519995,Co-ed,C15
15,86,7.472300053,14.45600033,Co-ed,C15
15,87,-4.197999954,7.017099857,Co-ed,C15
15,88,-7.761099815,-1.247999907,Co-ed,C15
15,89,-6.230499744,6.190599918,Co-ed,C15
15,90,-2.651599884,0.404990017,Co-ed,C15
15,91,0.043218002,6.190599918,Co-ed,C15
16,1,4.781899929,9.496700287,Girls,G16
16,2,-8.52670002,4.53760004,Girls,G16
