"","area","inc","resp"
"1498",30,1,0
"1499",30,1,0
"1500",30,0,0
"1501",31,0,1
"1502",31,0,0
"1503",31,1,1
"1504",31,1,1
"1505",31,1,1
"1506",31,1,1
"1507",31,0,0
"1508",31,1,1
"1509",31,1,1
"1510",31,0,0
"1511",31,0,0
"1512",31,1,1
"1513",31,0,1
"1514",31,1,1
"1515",31,1,0
"1516",31,1,1
"1517",31,1,1
"1518",31,0,0
"1519",31,0,1
"1520",31,0,1
"1521",31,1,1
"1522",31,0,1
"1523",31,0,0
"1524",31,0,1
"1525",31,1,1
"1526",31,1,1
"1527",31,1,0
"1528",31,0,1
"1529",31,1,0
"1530",31,1,0
"1531",31,0,0
"1532",31,1,1
"1533",31,1,1
"1534",31,1,1
"1535",31,0,1
"1536",31,1,0
"1537",31,0,0
"1538",31,0,1
"1539",31,0,0
"1540",31,0,1
"1541",31,1,0
"1542",31,1,0
"1543",31,0,0
"1544",31,0,1
"1545",31,1,0
"1546",31,1,1
"1547",31,0,0
"1548",31,0,0
"1549",31,0,1
"1550",31,1,1
"1551",32,0,0
"1552",32,1,0
"1553",32,0,0
"1554",32,0,0
"1555",32,0,0
"1556",32,1,1
"1557",32,1,0
"1558",32,0,1
"1559",32,0,0
"1560",32,0,0
"1561",32,0,0
"1562",32,1,0
"1563",32,0,0
"1564",32,0,1
"1565",32,0,1
"1566",32,0,0
"1567",32,1,0
"1568",32,1,0
"1569",32,1,0
"1570",32,0,0
"1571",32,0,0
"1572",32,1,1
"1573",32,1,1
"1574",32,1,1
"1575",32,1,1
"1576",32,1,0
"1577",32,0,0
"1578",32,1,0
"1579",32,1,0
"1580",32,1,0
"1581",32,1,0
"1582",32,0,0
"1583",32,1,0
"1584",32,0,0
"1585",32,0,0
"1586",32,1,1
"1587",32,0,0
"1588",32,1,0
"1589",32,1,1
"1590",32,1,1
"1591",32,1,1
"1592",32,0,1
"1593",32,0,0
"1594",32,1,0
"1595",32,1,1
"1596",32,0,0
"1597",32,1,0
"1598",32,1,0
"1599",32,1,1
"1600",32,1,0
"1601",33,1,0
"1602",33,1,1
"1603",33,0,1
"1604",33,1,1
"1605",33,1,0
"1606",33,1,1
"1607",33,1,1
"1608",33,1,0
"1609",33,0,1
"1610",33,1,1
"1611",33,0,0
"1612",33,1,0
"1613",33,1,1
"1614",33,0,0
"1615",33,0,0
"1616",33,1,0
"1617",33,1,1
"1618",33,1,1
"1619",33,1,1
"1620",33,1,1
"1621",33,0,1
"1622",33,0,1
"1623",33,1,1
"1624",33,0,0
"1625",33,0,1
"1626",33,0,1
"1627",33,1,0
"1628",33,0,1
"1629",33,1,0
"1630",33,0,1
"1631",33,1,0
"1632",33,1,0
"1633",33,0,1
"1634",33,0,1
"1635",33,0,1
"1636",33,0,0
"1637",33,1,1
"1638",33,0,1
"1639",33,1,0
"1640",33,0,1
"1641",33,0,1
"1642",33,0,0
"1643",33,0,1
"1644",33,1,1
"1645",33,0,1
"1646",33,0,0
"1647",33,0,1
"1648",33,1,0
"1649",33,0,0
"1650",33,1,1
"1651",34,0,1
"1652",34,0,0
"1653",34,0,0
"1654",34,0,1
"1655",34,0,0
"1656",34,1,1
"1657",34,1,1
"1658",34,0,1
"1659",34,1,1
"1660",34,0,0
"1661",34,1,1
"1662",34,0,1
"1663",34,1,1
"1664",34,0,1
"1665",34,1,0
"1666",34,1,0
"1667",34,1,1
"1668",34,1,0
"1669",34,0,0
"1670",34,0,1
"1671",34,0,0
"1672",34,1,1
"1673",34,1,1
"1674",34,1,0
"1675",34,0,0
"1676",34,1,1
"1677",34,1,0
"1678",34,0,0
"1679",34,1,1
"1680",34,0,1
"1681",34,0,0
"1682",34,0,1
"1683",34,0,0
"1684",34,0,0
"1685",34,1,1
"1686",34,0,1
"1687",34,0,0
"1688",34,0,0
"1689",34,1,0
"1690",34,0,0
"1691",34,1,1
"1692",34,0,0
"1693",34,0,1
"1694",34,1,1
"1695",34,1,1
"1696",34,0,1
"1697",34,1,1
"1698",34,1,1
"1699",34,0,1
"1700",34,1,0
"1701",35,1,1
"1702",35,1,1
"1703",35,1,1
"1704",35,0,1
"1705",35,1,1
"1706",35,0,1
"1707",35,1,1
"1708",35,0,1
"1709",35,1,1
"1710",35,0,1
"1711",35,0,1
"1712",35,0,1
"1713",35,0,1
"1714",35,1,1
"1715",35,0,1
"1716",35,0,1
"1717",35,0,0
"1718",35,1,1
"1719",35,1,1
"1720",35,1,1
"1721",35,0,1
"1722",35,0,1
"1723",35,1,1
"1724",35,1,1
"1725",35,0,1
"1726",35,1,1
"1727",35,0,1
"1728",35,0,1
"1729",35,1,1
"1730",35,1,1
"1731",35,1,1
"1732",35,0,1
"1733",35,0,0
"1734",35,0,1
"1735",35,0,1
"1736",35,0,1
"1737",35,1,1
"1738",35,0,1
"1739",35,0,0
"1740",35,0,1
"1741",35,0,1
"1742",35,0,1
"1743",35,1,1
"1744",35,0,1
"1745",35,0,1
"1746",35,1,1
"1747",35,0,1
"1748",35,1,1
"1749",35,0,1
"1750",35,1,0
"1751",36,1,1
"1752",36,1,1
"1753",36,1,1
"1754",36,0,0
"1755",36,0,0
"1756",36,1,1
"1757",36,1,0
"1758",36,0,1
"1759",36,0,0
"1760",36,1,1
"1761",36,1,1
"1762",36,0,1
"1763",36,1,0
"1764",36,1,1
"1765",36,1,0
"1766",36,1,0
"1767",36,0,1
"1768",36,0,0
"1769",36,0,0
"1770",36,0,0
"1771",36,1,0
"1772",36,0,0
"1773",36,0,1
"1774",36,1,0
"1775",36,0,0
"1776",36,1,0
"1777",36,1,1
"1778",36,1,1
"1779",36,1,1
"1780",36,1,1
"1781",36,1,1
"1782",36,0,1
"1783",36,1,1
"1784",36,1,0
"1785",36,1,0
"1786",36,0,0
"1787",36,1,1
"1788",36,0,0
"1789",36,1,0
"1790",36,1,1
"1791",36,1,0
"1792",36,1,1
"1793",36,1,1
"1794",36,0,0
"1795",36,0,0
"1796",36,1,0
"1797",36,1,0
"1798",36,1,1
"1799",36,0,1
"1800",36,0,0
"1801",37,0,0
"1802",37,0,1
"1803",37,1,1
"1804",37,1,1
"1805",37,1,0
"1806",37,1,1
"1807",37,1,0
"1808",37,1,1
"1809",37,0,1
"1810",37,0,0
"1811",37,1,1
"1812",37,0,0
"1813",37,1,1
"1814",37,1,1
"1815",37,1,1
"1816",37,0,1
"1817",37,0,1
"1818",37,0,1
"1819",37,0,1
"1820",37,0,1
"1821",37,1,1
"1822",37,1,0
"1823",37,1,1
"1824",37,1,1
"1825",37,0,0
"1826",37,0,0
"1827",37,1,1
"1828",37,1,1
"1829",37,1,1
"1830",37,0,0
"1831",37,0,0
"1832",37,0,1
"1833",37,0,1
"1834",37,1,1
"1835",37,1,1
"1836",37,1,1
"1837",37,0,1
"1838",37,1,1
"1839",37,1,1
"1840",37,1,1
"1841",37,1,0
"1842",37,0,0
"1843",37,0,1
"1844",37,0,1
"1845",37,0,0
"1846",37,0,1
"1847",37,0,0
"1848",37,1,0
"1849",37,1,1
"1850",37,0,1
"1851",38,1,0
"1852",38,1,0
"1853",38,0,0
"1854",38,0,0
"1855",38,0,0
"1856",38,0,0
"1857",38,1,0
"1858",38,0,0
"1859",38,0,0
"1860",38,1,1
"1861",38,1,0
"1862",38,1,0
"1863",38,0,0
"1864",38,1,1
"1865",38,0,0
"1866",38,1,0
"1867",38,0,0
"1868",38,0,0
"1869",38,1,1
"1870",38,0,0
"1871",38,1,0
"1872",38,1,0
"1873",38,1,0
"1874",38,1,0
"1875",38,0,0
"1876",38,0,0
"1877",38,0,1
"1878",38,0,0
"1879",38,0,0
"1880",38,1,0
"1881",38,1,0
"1882",38,1,1
"1883",38,0,0
"1884",38,0,0
"1885",38,1,0
"1886",38,0,0
"1887",38,1,0
"1888",38,0,0
"1889",38,0,0
"1890",38,1,0
"1891",38,1,1
"1892",38,0,0
"1893",38,1,0
"1894",38,0,0
"1895",38,1,1
"1896",38,0,0
"1897",38,0,0
"1898",38,0,1
"1899",38,0,0
"1900",38,1,0
"1901",39,0,1
"1902",39,0,1
"1903",39,0,1
"1904",39,1,1
"1905",39,0,0
"1906",39,0,0
"1907",39,1,1
"1908",39,0,0
"1909",39,0,1
"1910",39,1,1
"1911",39,0,0
"1912",39,1,1
"1913",39,0,1
"1914",39,0,1
"1915",39,1,0
"1916",39,0,0
"1917",39,0,1
"1918",39,0,1
"1919",39,0,1
"1920",39,1,1
"1921",39,1,1
"1922",39,1,1
"1923",39,0,1
"1924",39,1,1
"1925",39,1,1
"1926",39,1,0
"1927",39,1,0
"1928",39,0,1
"1929",39,1,0
"1930",39,0,1
"1931",39,1,1
"1932",39,1,1
"1933",39,0,1
"1934",39,1,1
"1935",39,0,1
"1936",39,1,0
"1937",39,0,0
"1938",39,0,1
"1939",39,0,0
"1940",39,0,0
"1941",39,0,1
"1942",39,0,1
"1943",39,0,0
"1944",39,1,0
"1945",39,1,1
"1946",39,0,1
"1947",39,0,0
"1948",39,0,1
"1949",39,1,1
"1950",39,1,1
"1951",40,1,1
"1952",40,1,1
"1953",40,1,1
"1954",40,0,0
"1955",40,0,1
"1956",40,0,1
"1957",40,0,1
"1958",40,0,0
"1959",40,1,1
"1960",40,1,1
"1961",40,1,1
"1962",40,0,1
"1963",40,1,1
"1964",40,0,1
"1965",40,1,1
"1966",40,1,1
"1967",40,1,1
"1968",40,1,1
"1969",40,0,0
"1970",40,0,1
"1971",40,1,1
"1972",40,1,1
"1973",40,1,1
"1974",40,0,1
"1975",40,0,0
"1976",40,1,1
"1977",40,1,0
"1978",40,1,1
"1979",40,0,0
"1980",40,0,1
"1981",40,1,1
"1982",40,0,1
"1983",40,1,1
"1984",40,0,0
"1985",40,1,1
"1986",40,0,1
"1987",40,0,0
"1988",40,0,0
"1989",40,1,1
"1990",40,0,1
"1991",40,1,1
"1992",40,1,1
"1993",40,1,1
"1994",40,1,1
"1995",40,0,1
"1996",40,0,1
"1997",40,0,1
"1998",40,1,1
"1999",40,0,1
"2000",40,0,1
"2001",41,1,0
"2002",41,1,1
"2003",41,1,1
"2004",41,1,1
"2005",41,1,0
"2006",41,1,1
"2007",41,0,0
"2008",41,0,0
"2009",41,1,1
"2010",41,1,1
"2011",41,0,0
"2012",41,0,0
"2013",41,0,1
"2014",41,1,1
"2015",41,0,0
"2016",41,0,0
"2017",41,1,1
"2018",41,0,0
"2019",41,0,0
"2020",41,1,0
"2021",41,0,0
"2022",41,1,1
"2023",41,1,1
"2024",41,0,0
"2025",41,1,1
"2026",41,1,1
"2027",41,1,0
"2028",41,1,1
"2029",41,0,1
"2030",41,0,0
"2031",41,1,0
"2032",41,1,1
"2033",41,1,1
"2034",41,0,1
"2035",41,0,1
"2036",41,0,1
"2037",41,1,1
"2038",41,0,1
"2039",41,1,1
"2040",41,0,0
"2041",41,1,1
"2042",41,0,1
"2043",41,0,0
"2044",41,0,1
"2045",41,1,0
"2046",41,0,0
"2047",41,0,0
"2048",41,0,0
"2049",41,0,1
"2050",41,0,1
"2051",42,0,0
"2052",42,0,0
"2053",42,0,0
"2054",42,0,0
"2055",42,1,0
"2056",42,0,1
"2057",42,0,0
"2058",42,0,0
"2059",42,0,1
"2060",42,1,1
"2061",42,0,0
"2062",42,1,0
"2063",42,1,0
"2064",42,1,0
"2065",42,1,0
"2066",42,0,0
"2067",42,1,0
"2068",42,0,0
"2069",42,1,0
"2070",42,0,0
"2071",42,0,0
"2072",42,0,0
"2073",42,1,0
"2074",42,0,0
"2075",42,1,0
"2076",42,0,0
"2077",42,0,0
"2078",42,0,0
"2079",42,1,0
"2080",42,0,0
"2081",42,0,0
"2082",42,1,0
"2083",42,0,0
"2084",42,1,0
"2085",42,0,0
"2086",42,0,0
"2087",42,0,0
"2088",42,1,1
"2089",42,1,0
"2090",42,1,0
"2091",42,1,0
"2092",42,0,0
"2093",42,0,0
"2094",42,0,0
"2095",42,1,1
"2096",42,0,0
"2097",42,0,0
"2098",42,0,0
"2099",42,0,0
"2100",42,0,0
"2101",43,0,0
"2102",43,1,1
"2103",43,0,0
"2104",43,1,1
"2105",43,0,0
"2106",43,0,0
"2107",43,1,1
"2108",43,1,1
"2109",43,0,0
"2110",43,0,1
"2111",43,1,1
"2112",43,1,1
"2113",43,0,0
"2114",43,1,0
"2115",43,1,0
"2116",43,1,1
"2117",43,1,1
"2118",43,1,1
"2119",43,1,1
"2120",43,1,1
"2121",43,1,0
"2122",43,0,0
"2123",43,0,0
"2124",43,0,0
"2125",43,1,1
"2126",43,1,1
"2127",43,1,1
"2128",43,1,1
"2129",43,0,0
"2130",43,1,0
"2131",43,0,1
"2132",43,1,1
"2133",43,1,0
"2134",43,0,0
"2135",43,1,0
"2136",43,1,0
"2137",43,0,0
"2138",43,0,0
"2139",43,1,0
"2140",43,1,1
"2141",43,1,0
"2142",43,1,1
"2143",43,0,0
"2144",43,1,1
"2145",43,0,1
"2146",43,1,1
"2147",43,0,0
"2148",43,1,0
"2149",43,0,1
"2150",43,0,1
"2151",44,0,1
"2152",44,0,1
"2153",44,1,0
"2154",44,1,0
"2155",44,0,1
"2156",44,0,0
"2157",44,0,1
"2158",44,0,1
"2159",44,0,0
"2160",44,1,1
"2161",44,1,0
"2162",44,0,0
"2163",44,1,1
"2164",44,0,0
"2165",44,0,0
"2166",44,1,1
"2167",44,1,1
"2168",44,1,1
"2169",44,0,0
"2170",44,1,0
"2171",44,1,1
"2172",44,1,1
"2173",44,1,1
"2174",44,1,1
"2175",44,0,1
"2176",44,1,1
"2177",44,0,1
"2178",44,1,1
"2179",44,1,1
"2180",44,1,0
"2181",44,1,1
"2182",44,0,1
"2183",44,1,0
"2184",44,0,0
"2185",44,1,1
"2186",44,0,1
"2187",44,1,1
"2188",44,0,1
"2189",44,1,0
"2190",44,0,0
"2191",44,0,1
"2192",44,1,0
"2193",44,1,1
"2194",44,1,1
"2195",44,0,1
"2196",44,1,1
"2197",44,0,1
"2198",44,1,1
"2199",44,1,0
"2200",44,1,1
"2201",45,1,1
"2202",45,0,1
"2203",45,0,1
"2204",45,0,0
"2205",45,0,0
"2206",45,0,1
"2207",45,0,1
"2208",45,0,1
"2209",45,0,1
"2210",45,0,1
"2211",45,0,1
"2212",45,1,0
"2213",45,0,0
"2214",45,1,1
"2215",45,1,1
"2216",45,0,0
"2217",45,0,1
"2218",45,1,0
"2219",45,1,0
"2220",45,0,0
"2221",45,0,1
"2222",45,1,1
"2223",45,0,1
"2224",45,0,1
"2225",45,1,0
"2226",45,1,1
"2227",45,0,0
"2228",45,0,1
"2229",45,0,1
"2230",45,0,1
"2231",45,1,1
"2232",45,0,1
"2233",45,0,0
"2234",45,1,1
"2235",45,1,0
"2236",45,1,0
"2237",45,1,1
"2238",45,1,1
"2239",45,0,0
"2240",45,0,0
"2241",45,0,0
"2242",45,1,0
"2243",45,0,1
"2244",45,0,1
"2245",45,0,1
"2246",45,1,1
"2247",45,0,1
"2248",45,0,0
"2249",45,0,1
"2250",45,1,0
"2251",46,1,1
"2252",46,1,0
"2253",46,0,0
"2254",46,0,0
"2255",46,0,0
"2256",46,1,0
"2257",46,1,1
"2258",46,1,0
"2259",46,0,1
"2260",46,0,0
"2261",46,0,0
"2262",46,1,0
"2263",46,1,1
"2264",46,0,0
"2265",46,1,1
"2266",46,0,0
"2267",46,1,0
"2268",46,1,1
"2269",46,0,0
"2270",46,1,1
"2271",46,0,0
"2272",46,0,0
"2273",46,0,0
"2274",46,0,0
"2275",46,0,0
"2276",46,1,0
"2277",46,1,0
"2278",46,0,0
"2279",46,0,0
"2280",46,1,0
"2281",46,1,1
"2282",46,0,1
"2283",46,1,0
"2284",46,1,0
"2285",46,0,0
"2286",46,0,0
"2287",46,1,0
"2288",46,1,1
"2289",46,1,0
"2290",46,1,0
"2291",46,1,0
"2292",46,1,1
"2293",46,1,1
"2294",46,0,0
"2295",46,0,0
"2296",46,0,1
"2297",46,1,0
"2298",46,1,0
"2299",46,0,0
"2300",46,1,0
"2301",47,0,0
"2302",47,1,0
"2303",47,1,0
"2304",47,0,0
"2305",47,1,1
"2306",47,0,1
"2307",47,1,0
"2308",47,1,0
"2309",47,0,0
"2310",47,0,0
"2311",47,0,0
"2312",47,0,0
"2313",47,1,1
"2314",47,1,0
"2315",47,1,0
"2316",47,0,0
"2317",47,1,1
"2318",47,1,0
"2319",47,1,1
"2320",47,1,1
"2321",47,1,1
"2322",47,0,1
"2323",47,1,0
"2324",47,1,1
"2325",47,0,1
"2326",47,0,0
"2327",47,0,0
"2328",47,1,1
"2329",47,0,1
"2330",47,1,0
"2331",47,1,0
"2332",47,1,0
"2333",47,1,0
"2334",47,0,1
"2335",47,0,0
"2336",47,0,0
"2337",47,0,1
"2338",47,1,0
"2339",47,0,0
"2340",47,1,0
"2341",47,0,0
"2342",47,1,0
"2343",47,0,1
"2344",47,0,1
"2345",47,0,1
"2346",47,0,1
"2347",47,0,0
"2348",47,0,0
"2349",47,1,1
"2350",47,0,0
"2351",48,0,0
"2352",48,1,0
"2353",48,0,0
"2354",48,1,1
"2355",48,1,1
"2356",48,0,0
"2357",48,1,0
"2358",48,1,1
"2359",48,1,0
"2360",48,1,0
"2361",48,0,0
"2362",48,1,0
"2363",48,1,1
"2364",48,1,1
"2365",48,0,0
"2366",48,0,1
"2367",48,1,0
"2368",48,0,0
"2369",48,0,1
"2370",48,0,0
"2371",48,1,1
"2372",48,0,0
"2373",48,0,0
"2374",48,1,1
"2375",48,0,1
"2376",48,1,0
"2377",48,0,0
"2378",48,1,0
"2379",48,1,0
"2380",48,1,1
"2381",48,1,0
"2382",48,0,0
"2383",48,1,0
"2384",48,1,0
"2385",48,1,1
"2386",48,1,0
"2387",48,1,0
"2388",48,1,1
"2389",48,0,0
"2390",48,1,0
"2391",48,0,0
"2392",48,0,1
"2393",48,0,0
"2394",48,0,1
"2395",48,1,1
"2396",48,1,1
"2397",48,1,1
"2398",48,0,0
"2399",48,1,0
"2400",48,0,0
"2401",49,1,1
"2402",49,0,1
"2403",49,1,1
"2404",49,0,1
"2405",49,1,1
"2406",49,0,1
"2407",49,1,0
"2408",49,0,1
"2409",49,1,1
"2410",49,0,0
"2411",49,0,1
"2412",49,0,1
"2413",49,1,1
"2414",49,1,1
"2415",49,0,1
"2416",49,0,0
"2417",49,1,0
"2418",49,1,1
"2419",49,0,1
"2420",49,0,1
"2421",49,0,1
"2422",49,0,1
"2423",49,0,0
"2424",49,0,1
"2425",49,1,1
"2426",49,1,1
"2427",49,1,1
"2428",49,1,1
"2429",49,1,1
"2430",49,0,1
"2431",49,0,0
"2432",49,0,1
"2433",49,0,1
"2434",49,1,1
"2435",49,0,1
"2436",49,0,1
"2437",49,1,1
"2438",49,1,1
"2439",49,0,0
"2440",49,1,1
"2441",49,1,1
"2442",49,1,1
"2443",49,0,0
"2444",49,1,1
"2445",49,1,1
"2446",49,0,1
"2447",49,0,0
"2448",49,0,1
"2449",49,1,1
"2450",49,1,1
"2451",50,1,1
"2452",50,0,0
"2453",50,1,1
"2454",50,1,1
"2455",50,1,1
"2456",50,0,1
"2457",50,1,1
"2458",50,1,1
"2459",50,0,0
"2460",50,0,1
"2461",50,0,1
"2462",50,0,1
"2463",50,0,0
"2464",50,0,1
"2465",50,1,1
"2466",50,1,1
"2467",50,1,1
"2468",50,0,1
"2469",50,1,1
"2470",50,1,1
"2471",50,0,1
"2472",50,1,1
"2473",50,1,1
"2474",50,1,1
"2475",50,0,1
"2476",50,1,1
"2477",50,0,0
"2478",50,0,1
"2479",50,0,1
"2480",50,0,1
"2481",50,0,1
"2482",50,0,0
"2483",50,0,1
"2484",50,0,1
"2485",50,1,1
"2486",50,1,1
"2487",50,1,1
"2488",50,1,1
"2489",50,1,1
"2490",50,0,1
"2491",50,1,1
"2492",50,1,1
"2493",50,0,1
"2494",50,0,1
"2495",50,0,0
"2496",50,1,1
"2497",50,0,0
"2498",50,1,1
"2499",50,1,1
"2500",50,1,1
"2501",51,0,1
"2502",51,1,0
"2503",51,0,1
"2504",51,0,0
"2505",51,1,1
"2506",51,0,1
"2507",51,1,0
"2508",51,0,0
"2509",51,0,0
"2510",51,1,1
"2511",51,0,1
"2512",51,1,0
"2513",51,1,0
"2514",51,1,1
"2515",51,1,0
"2516",51,0,0
"2517",51,0,0
"2518",51,0,0
"2519",51,1,0
"2520",51,1,1
"2521",51,0,0
"2522",51,0,0
"2523",51,1,1
"2524",51,0,0
"2525",51,1,1
"2526",51,1,1
"2527",51,0,0
"2528",51,0,1
"2529",51,0,1
"2530",51,1,0
"2531",51,0,0
"2532",51,0,1
"2533",51,1,1
"2534",51,1,0
"2535",51,1,1
"2536",51,0,0
"2537",51,1,0
"2538",51,1,0
"2539",51,1,0
"2540",51,0,0
"2541",51,0,1
"2542",51,0,0
"2543",51,0,0
"2544",51,1,0
"2545",51,0,1
"2546",51,1,1
"2547",51,0,0
"2548",51,0,1
"2549",51,0,0
"2550",51,1,1
"2551",52,0,1
"2552",52,0,1
"2553",52,0,1
"2554",52,0,1
"2555",52,0,1
"2556",52,1,0
"2557",52,0,1
"2558",52,0,1
"2559",52,0,0
"2560",52,0,1
"2561",52,1,1
"2562",52,1,1
"2563",52,0,1
"2564",52,0,0
"2565",52,0,1
"2566",52,1,1
"2567",52,1,1
"2568",52,1,1
"2569",52,0,1
"2570",52,0,1
"2571",52,1,1
"2572",52,1,1
"2573",52,1,1
"2574",52,1,0
"2575",52,0,1
"2576",52,0,0
"2577",52,0,0
"2578",52,0,0
"2579",52,1,1
"2580",52,1,1
"2581",52,0,1
"2582",52,1,0
"2583",52,0,1
"2584",52,1,1
"2585",52,1,1
"2586",52,0,0
"2587",52,0,0
"2588",52,1,0
"2589",52,1,1
"2590",52,1,1
"2591",52,0,0
"2592",52,1,1
"2593",52,1,1
"2594",52,1,1
"2595",52,1,1
"2596",52,0,1
"2597",52,0,0
"2598",52,1,1
"2599",52,0,1
"2600",52,0,0
"2601",53,1,0
"2602",53,1,1
"2603",53,0,0
"2604",53,0,1
"2605",53,0,0
"2606",53,1,0
"2607",53,1,0
"2608",53,1,1
"2609",53,1,0
"2610",53,1,0
"2611",53,0,0
"2612",53,1,0
"2613",53,0,0
"2614",53,0,0
"2615",53,1,0
"2616",53,0,0
"2617",53,0,0
"2618",53,1,1
"2619",53,1,0
"2620",53,0,0
"2621",53,0,1
"2622",53,1,1
"2623",53,0,0
"2624",53,0,0
"2625",53,1,0
"2626",53,1,1
"2627",53,0,1
"2628",53,0,0
"2629",53,0,0
"2630",53,1,1
"2631",53,1,0
"2632",53,1,0
"2633",53,1,0
"2634",53,0,1
"2635",53,0,0
"2636",53,1,0
"2637",53,1,0
"2638",53,0,0
"2639",53,0,1
"2640",53,1,0
"2641",53,0,1
"2642",53,0,0
"2643",53,0,1
"2644",53,0,1
"2645",53,1,1
"2646",53,0,1
"2647",53,0,0
"2648",53,1,0
"2649",53,0,0
"2650",53,1,1
"2651",54,1,0
"2652",54,0,0
"2653",54,0,1
"2654",54,0,1
"2655",54,0,1
"2656",54,0,1
"2657",54,0,1
"2658",54,0,1
"2659",54,0,1
"2660",54,1,1
"2661",54,1,1
"2662",54,0,1
"2663",54,0,1
"2664",54,0,1
"2665",54,1,1
"2666",54,1,0
"2667",54,1,0
"2668",54,0,0
"2669",54,0,1
"2670",54,0,0
"2671",54,0,1
"2672",54,1,1
"2673",54,1,1
"2674",54,1,0
"2675",54,1,0
"2676",54,0,1
"2677",54,1,1
"2678",54,0,1
"2679",54,1,1
"2680",54,1,1
"2681",54,0,1
"2682",54,1,1
"2683",54,1,0
"2684",54,1,1
"2685",54,0,1
"2686",54,0,1
"2687",54,0,1
"2688",54,1,1
"2689",54,0,1
"2690",54,1,1
"2691",54,0,1
"2692",54,0,0
"2693",54,0,0
"2694",54,0,1
"2695",54,0,1
"2696",54,0,0
"2697",54,0,0
"2698",54,0,1
"2699",54,1,0
"2700",54,0,1
"2701",55,1,0
"2702",55,1,1
"2703",55,0,0
"2704",55,1,0
"2705",55,0,0
"2706",55,0,0
"2707",55,1,1
"2708",55,0,0
"2709",55,1,0
"2710",55,1,1
"2711",55,0,0
"2712",55,0,1
"2713",55,0,1
"2714",55,1,1
"2715",55,1,1
"2716",55,0,0
"2717",55,0,1
"2718",55,1,0
"2719",55,1,1
"2720",55,0,0
"2721",55,0,0
"2722",55,1,0
"2723",55,0,0
"2724",55,0,0
"2725",55,1,1
"2726",55,1,0
"2727",55,0,0
"2728",55,1,0
"2729",55,0,0
"2730",55,1,0
"2731",55,1,0
"2732",55,0,0
"2733",55,1,1
"2734",55,1,1
"2735",55,1,1
"2736",55,1,0
"2737",55,1,1
"2738",55,1,0
"2739",55,1,1
"2740",55,0,0
"2741",55,0,1
"2742",55,0,1
"2743",55,0,0
"2744",55,1,0
"2745",55,1,0
"2746",55,1,1
"2747",55,1,1
"2748",55,1,1
"2749",55,1,1
"2750",55,0,0
"2751",56,1,0
"2752",56,1,1
"2753",56,0,0
"2754",56,0,0
"2755",56,0,0
"2756",56,1,1
"2757",56,0,1
"2758",56,0,0
"2759",56,1,0
"2760",56,1,0
"2761",56,0,0
"2762",56,1,0
"2763",56,1,0
"2764",56,0,1
"2765",56,1,1
"2766",56,0,0
"2767",56,0,0
"2768",56,0,0
"2769",56,1,0
"2770",56,1,1
"2771",56,1,0
"2772",56,0,0
"2773",56,0,0
"2774",56,1,0
"2775",56,0,0
"2776",56,1,1
"2777",56,0,0
"2778",56,0,0
"2779",56,1,0
"2780",56,1,1
"2781",56,0,0
"2782",56,1,0
"2783",56,1,1
"2784",56,1,1
"2785",56,0,0
"2786",56,1,0
"2787",56,1,0
"2788",56,0,1
"2789",56,0,1
"2790",56,0,0
"2791",56,0,0
"2792",56,1,0
"2793",56,0,0
"2794",56,0,1
"2795",56,0,0
"2796",56,0,1
"2797",56,0,0
"2798",56,1,0
"2799",56,0,0
"2800",56,1,0
"2801",57,0,0
"2802",57,1,1
"2803",57,0,1
"2804",57,1,1
"2805",57,1,1
"2806",57,0,1
"2807",57,0,1
"2808",57,1,1
"2809",57,0,0
"2810",57,1,0
"2811",57,0,0
"2812",57,1,1
"2813",57,0,1
"2814",57,0,1
"2815",57,0,1
"2816",57,1,1
"2817",57,1,1
"2818",57,0,0
"2819",57,0,0
"2820",57,0,1
"2821",57,1,1
"2822",57,1,1
"2823",57,0,1
"2824",57,1,1
"2825",57,0,1
"2826",57,1,1
"2827",57,0,1
"2828",57,1,1
"2829",57,0,0
"2830",57,1,1
"2831",57,0,0
"2832",57,1,1
"2833",57,1,1
"2834",57,0,1
"2835",57,1,1
"2836",57,1,1
"2837",57,1,1
"2838",57,0,1
"2839",57,0,0
"2840",57,0,1
"2841",57,0,0
"2842",57,1,1
"2843",57,1,1
"2844",57,0,1
"2845",57,0,0
"2846",57,1,1
"2847",57,1,1
"2848",57,0,1
"2849",57,1,1
"2850",57,1,1
"2851",58,1,0
"2852",58,1,1
"2853",58,1,1
"2854",58,0,1
"2855",58,0,1
"2856",58,0,0
"2857",58,0,0
"2858",58,1,1
"2859",58,1,0
"2860",58,1,0
"2861",58,0,0
"2862",58,1,1
"2863",58,1,1
"2864",58,0,0
"2865",58,1,1
"2866",58,0,0
"2867",58,0,1
"2868",58,0,0
"2869",58,0,0
"2870",58,0,0
"2871",58,0,0
"2872",58,1,1
"2873",58,1,0
"2874",58,1,0
"2875",58,1,1
"2876",58,0,0
"2877",58,0,0
"2878",58,1,0
"2879",58,0,0
"2880",58,0,0
"2881",58,0,1
"2882",58,0,0
"2883",58,0,1
"2884",58,1,1
"2885",58,1,0
"2886",58,1,1
"2887",58,1,0
"2888",58,0,0
"2889",58,0,0
"2890",58,0,0
"2891",58,1,1
"2892",58,0,1
"2893",58,0,1
"2894",58,1,0
"2895",58,1,0
